variant,endpoint,k,search_term,violation_rate,compliant_rate,unclear_rate,total_results,violation_count,compliant_count,unclear_count,negative_intent,search_volume
control,l1_hybrid,36,wholesome grain free,0.4722222222222222,0.4444444444444444,0.08333333333333333,36,17,16,3,grain,2131
control,l1_hybrid,36,wholesomes grain free dog food,0.4722222222222222,0.3888888888888889,0.1388888888888889,36,17,14,5,grain,2158
control,l1_hybrid,36,wild bird seed no waste,0.0,0.6111111111111112,0.3888888888888889,36,0,22,14,waste,14889
control,l1_hybrid,36,yeast free dog food,0.08333333333333333,0.0,0.9166666666666666,36,3,0,33,yeast,6961
control,l2,4,2 hounds design freedom no pull dog harness,0.5,0.25,0.25,4,2,1,1,pull,13268
control,l2,4,acana grain free,0.25,0.75,0.0,4,1,3,0,grain,1372
control,l2,4,acana grain free cat,0.0,0.75,0.25,4,0,3,1,grain,1699
control,l2,4,acana grain-free food for dogs,0.25,0.75,0.0,4,1,3,0,grain,3087
control,l2,4,adjustable no pull harness,0.5,0.0,0.5,4,2,0,2,pull,974
control,l2,4,aller free,0.75,0.25,0.0,4,3,1,0,aller,974
control,l2,4,allergy free cat food,0.75,0.25,0.0,4,3,1,0,allergy,1923
control,l2,4,allergy free dog food,0.0,1.0,0.0,4,0,4,0,allergy,2462
control,l2,4,allergy free dog treats,0.5,0.25,0.25,4,2,1,1,allergy,4371
control,l2,4,american journey grain free,0.0,1.0,0.0,4,0,4,0,grain,1049
control,l2,4,american journey grain free dog food,0.5,0.5,0.0,4,2,2,0,grain,3336
control,l2,4,audubon park waste free,0.5,0.5,0.0,4,2,2,0,waste free,2251
control,l2,4,bark collar no shock,0.25,0.5,0.25,4,1,2,1,shock,3859
control,l2,4,barkworthies odor free bully sticks,0.0,1.0,0.0,4,0,4,0,odor,3939
control,l2,4,beef dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,1044
control,l2,4,beef grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,2045
control,l2,4,beneful grain free,1.0,0.0,0.0,4,4,0,0,grain,1604
control,l2,4,best bully sticks odor free,0.0,1.0,0.0,4,0,4,0,odor,2943
control,l2,4,best no pull harness,1.0,0.0,0.0,4,4,0,0,pull,1798
control,l2,4,beyond dry cat food grain free,0.5,0.5,0.0,4,2,2,0,grain,5250
control,l2,4,beyond grain free,0.25,0.75,0.0,4,1,3,0,grain,2372
control,l2,4,beyond grain free cat food dry,0.5,0.5,0.0,4,2,2,0,grain,3779
control,l2,4,beyond grain free dry cat food,0.75,0.25,0.0,4,3,1,0,grain,2175
control,l2,4,beyond grain free wet cat food,0.0,0.75,0.25,4,0,3,1,grain,1433
control,l2,4,beyond simply grain free cat food,0.25,0.5,0.25,4,1,2,1,grain,3366
control,l2,4,bird food wild no mess,0.0,0.75,0.25,4,0,3,1,mess,1138
control,l2,4,bird seed no mess,0.0,0.75,0.25,4,0,3,1,mess,1067
control,l2,4,bird seed no waste,0.0,1.0,0.0,4,0,4,0,waste,3357
control,l2,4,bird seed wild no mess,0.0,0.75,0.25,4,0,3,1,mess,3963
control,l2,4,bird seed wild no waste,0.0,1.0,0.0,4,0,4,0,waste,16977
control,l2,4,bird suet cakes no melt,0.25,0.75,0.0,4,1,3,0,melt,3661
control,l2,4,blue buffalo chicken free,1.0,0.0,0.0,4,4,0,0,chicken,3208
control,l2,4,blue buffalo dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,5564
control,l2,4,blue buffalo freedom grain free,0.0,1.0,0.0,4,0,4,0,grain,2312
control,l2,4,blue buffalo grain free,0.0,1.0,0.0,4,0,4,0,grain,6671
control,l2,4,blue buffalo grain free cat food,0.25,0.5,0.25,4,1,2,1,grain,9576
control,l2,4,blue buffalo grain free dog food,0.25,0.75,0.0,4,1,3,0,grain,18964
control,l2,4,blue buffalo grain free dry cat food,0.25,0.75,0.0,4,1,3,0,grain,1161
control,l2,4,blue buffalo grain free dry dog food,0.0,1.0,0.0,4,0,4,0,grain,1574
control,l2,4,blue buffalo grain free wet cat food,0.0,1.0,0.0,4,0,4,0,grain,1737
control,l2,4,blue buffalo grain free wet dog food,0.0,1.0,0.0,4,0,4,0,grain,1694
control,l2,4,blue buffalo no chicken,0.75,0.25,0.0,4,3,1,0,chicken,1087
control,l2,4,blue buffalo wet dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,989
control,l2,4,blue freedom grain free,0.0,1.0,0.0,4,0,4,0,grain,2100
control,l2,4,blue grain free,0.0,1.0,0.0,4,0,4,0,grain,1423
control,l2,4,bones & chews all natural grain-free jerky,0.0,0.5,0.5,4,0,2,2,grain,4977
control,l2,4,bpa free litter box,0.0,0.0,1.0,4,0,0,4,bpa,1302
control,l2,4,bully stick odor free,0.0,1.0,0.0,4,0,4,0,odor,2368
control,l2,4,bully sticks for dogs odor free,0.0,1.0,0.0,4,0,4,0,odor,4428
control,l2,4,bully sticks odor free,0.0,1.0,0.0,4,0,4,0,odor,4104
control,l2,4,calcium without d3,0.5,0.5,0.0,4,2,2,0,d3,1856
control,l2,4,canidae grain free,0.0,1.0,0.0,4,0,4,0,grain,4014
control,l2,4,canidae grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,2888
control,l2,4,canine naturals hide free,0.0,1.0,0.0,4,0,4,0,hide,7376
control,l2,4,canned cat food grain free,0.0,1.0,0.0,4,0,4,0,grain,3121
control,l2,4,canned dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,5595
control,l2,4,canned grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,2676
control,l2,4,cat collar no bell,1.0,0.0,0.0,4,4,0,0,bell,3873
control,l2,4,cat dewormer no prescription,0.25,0.5,0.25,4,1,2,1,prescription,23133
control,l2,4,cat dry food grain free,0.0,1.0,0.0,4,0,4,0,grain,4630
control,l2,4,cat food dry grain free,0.0,1.0,0.0,4,0,4,0,grain,3203
control,l2,4,cat food grain free,0.0,1.0,0.0,4,0,4,0,grain,19117
control,l2,4,cat food no chicken,1.0,0.0,0.0,4,4,0,0,chicken,2783
control,l2,4,cat food organic grain free,0.0,0.5,0.5,4,0,2,2,grain,4534
control,l2,4,cat food pate grain free,0.0,1.0,0.0,4,0,4,0,grain,2011
control,l2,4,cat food wet grain free,0.0,1.0,0.0,4,0,4,0,grain,8309
control,l2,4,cat food with no additives,0.75,0.0,0.25,4,3,0,1,additives,1600
control,l2,4,cat grain free pate,0.0,1.0,0.0,4,0,4,0,grain,1150
control,l2,4,cat kibble grain free,0.0,1.0,0.0,4,0,4,0,grain,2832
control,l2,4,cat litter dust free,0.0,0.0,1.0,4,0,0,4,dust,10997
control,l2,4,cat litter fragrance free,0.0,1.0,0.0,4,0,4,0,fragrance,1351
control,l2,4,cat litter no dust,0.25,0.0,0.75,4,1,0,3,dust,8050
control,l2,4,cat litter no scent,1.0,0.0,0.0,4,4,0,0,scent,2160
control,l2,4,cat litter no tracking,0.75,0.25,0.0,4,3,1,0,tracking,3408
control,l2,4,cat no pee,0.75,0.25,0.0,4,3,1,0,pee,1037
control,l2,4,cat no scratch,1.0,0.0,0.0,4,4,0,0,scratch,1427
control,l2,4,cat toys no catnip,1.0,0.0,0.0,4,4,0,0,catnip,1519
control,l2,4,cat toys without catnip,1.0,0.0,0.0,4,4,0,0,catnip,1579
control,l2,4,cat treats grain free,0.0,1.0,0.0,4,0,4,0,grain,9966
control,l2,4,cat treats no chicken,1.0,0.0,0.0,4,4,0,0,chicken,1187
control,l2,4,cat tree no carpet,1.0,0.0,0.0,4,4,0,0,carpet,1496
control,l2,4,cat wet food grain free,0.0,1.0,0.0,4,0,4,0,grain,9500
control,l2,4,charlee bear grain free crunch,0.0,1.0,0.0,4,0,4,0,grain,4712
control,l2,4,chew bones rawhide free,0.25,0.75,0.0,4,1,3,0,rawhide,1195
control,l2,4,chew no poo,1.0,0.0,0.0,4,4,0,0,poo,2280
control,l2,4,chew no poop,1.0,0.0,0.0,4,4,0,0,poop,2803
control,l2,4,chews no rawhide,0.25,0.75,0.0,4,1,3,0,rawhide,8496
control,l2,4,chick starter feed non medicated,0.5,0.5,0.0,4,2,2,0,medicated,5619
control,l2,4,chicken and grain free dog food,0.25,0.75,0.0,4,1,3,0,grain,1266
control,l2,4,chicken feed non gmo,1.0,0.0,0.0,4,4,0,0,non gmo,2267
control,l2,4,chicken feed soy free,0.0,1.0,0.0,4,0,4,0,soy,1293
control,l2,4,chicken free,0.5,0.5,0.0,4,2,2,0,chicken,4487
control,l2,4,chicken free canned dog food,0.75,0.25,0.0,4,3,1,0,chicken,1444
control,l2,4,chicken free cat food,0.75,0.0,0.25,4,3,0,1,chicken,14097
control,l2,4,chicken free cat treats,1.0,0.0,0.0,4,4,0,0,chicken,6356
control,l2,4,chicken free dog bones,1.0,0.0,0.0,4,4,0,0,chicken,968
control,l2,4,chicken free dog chews,0.75,0.0,0.25,4,3,0,1,chicken,978
control,l2,4,chicken free dog food,0.75,0.25,0.0,4,3,1,0,chicken,38479
control,l2,4,chicken free dog treat,0.75,0.0,0.25,4,3,0,1,chicken,1429
control,l2,4,chicken free dog treats,0.75,0.0,0.25,4,3,0,1,chicken,68590
control,l2,4,chicken free dry cat food,1.0,0.0,0.0,4,4,0,0,chicken,3842
control,l2,4,chicken free dry dog food,1.0,0.0,0.0,4,4,0,0,chicken,124263
control,l2,4,chicken free dry dog food for sensitive skin,0.25,0.5,0.25,4,1,2,1,chicken,1228
control,l2,4,chicken free dry puppy food,0.75,0.0,0.25,4,3,0,1,chicken,1272
control,l2,4,chicken free large breed puppy food,1.0,0.0,0.0,4,4,0,0,chicken,979
control,l2,4,chicken free pill pockets,0.75,0.0,0.25,4,3,0,1,chicken,3116
control,l2,4,chicken free puppy food,0.75,0.0,0.25,4,3,0,1,chicken,5340
control,l2,4,chicken free treat,0.75,0.0,0.25,4,3,0,1,chicken,1329
control,l2,4,chicken free treats,0.75,0.0,0.25,4,3,0,1,chicken,3686
control,l2,4,chicken free weight control,0.5,0.25,0.25,4,2,1,1,chicken,1015
control,l2,4,chicken free wet cat food,1.0,0.0,0.0,4,4,0,0,chicken,3583
control,l2,4,chicken free wet dog food,1.0,0.0,0.0,4,4,0,0,chicken,19833
control,l2,4,chicken-free cat food,0.75,0.0,0.25,4,3,0,1,chicken,6561
control,l2,4,chicken-free dog food,0.0,1.0,0.0,4,0,4,0,chicken,3218
control,l2,4,chicken-free dry dog food,0.5,0.5,0.0,4,2,2,0,chicken,5068
control,l2,4,chicken-free wet dog food,0.75,0.25,0.0,4,3,1,0,chicken,3656
control,l2,4,choke free harness,0.0,1.0,0.0,4,0,4,0,choke,1536
control,l2,4,churu grain free,0.0,1.0,0.0,4,0,4,0,grain,1142
control,l2,4,clumping cat litter dust free,0.0,0.0,1.0,4,0,0,4,dust,7057
control,l2,4,cockatiel food no sunflower seeds,0.5,0.25,0.25,4,2,1,1,sunflower seeds,3792
control,l2,4,corn and soy free chicken feed,0.25,0.75,0.0,4,1,3,0,corn and soy,2593
control,l2,4,corn free chicken feed,0.25,0.75,0.0,4,1,3,0,corn,6014
control,l2,4,corn free chicken scratch,0.75,0.0,0.25,4,3,0,1,corn,2220
control,l2,4,corn free dog food,0.0,0.75,0.25,4,0,3,1,corn,6183
control,l2,4,corn free dry cat food,0.0,1.0,0.0,4,0,4,0,corn,1013
control,l2,4,cough free horse,0.5,0.5,0.0,4,2,2,0,free,6820
control,l2,4,country kitchen rawhide free twists,0.0,1.0,0.0,4,0,4,0,rawhide,1202
control,l2,4,crunchy grain free dog treats,0.25,0.75,0.0,4,1,3,0,grain,1432
control,l2,4,delectables non seafood,0.0,1.0,0.0,4,0,4,0,seafood,1668
control,l2,4,diamond grain free,1.0,0.0,0.0,4,4,0,0,grain,2150
control,l2,4,diamond grain free dog food,0.5,0.5,0.0,4,2,2,0,grain,9975
control,l2,4,diamond natural grain free,0.75,0.25,0.0,4,3,1,0,grain,2679
control,l2,4,diamond naturals grain free,0.25,0.75,0.0,4,1,3,0,grain,4384
control,l2,4,diamond naturals grain free dog food,0.25,0.75,0.0,4,1,3,0,grain,4547
control,l2,4,dog bone rawhide free,0.5,0.5,0.0,4,2,2,0,rawhide,1437
control,l2,4,dog bones no rawhide,1.0,0.0,0.0,4,4,0,0,rawhide,8198
control,l2,4,dog bones rawhide free,0.0,0.75,0.25,4,0,3,1,rawhide,22731
control,l2,4,dog chews rawhide free,0.0,1.0,0.0,4,0,4,0,rawhide,80267
control,l2,4,dog dry food grain free,0.0,1.0,0.0,4,0,4,0,grain,2653
control,l2,4,dog food chicken free,0.75,0.25,0.0,4,3,1,0,chicken,4370
control,l2,4,dog food dry grain free,0.0,1.0,0.0,4,0,4,0,grain,3977
control,l2,4,dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,27813
control,l2,4,dog food grain free large breed,0.0,1.0,0.0,4,0,4,0,grain,5771
control,l2,4,dog food grain free non-gmo,0.0,1.0,0.0,4,0,4,0,grain,988
control,l2,4,dog food no chicken,0.5,0.5,0.0,4,2,2,0,chicken,12053
control,l2,4,dog food no corn,0.0,1.0,0.0,4,0,4,0,corn,1250
control,l2,4,dog food no grain,0.0,1.0,0.0,4,0,4,0,grain,2517
control,l2,4,dog food poultry free,1.0,0.0,0.0,4,4,0,0,poultry,1332
control,l2,4,dog food with no chicken,0.25,0.5,0.25,4,1,2,1,chicken,9753
control,l2,4,dog food without chicken,0.0,0.75,0.25,4,0,3,1,chicken,11590
control,l2,4,dog harness large no pull,0.75,0.25,0.0,4,3,1,0,pull,5076
control,l2,4,dog harness medium no pull,0.75,0.25,0.0,4,3,1,0,pull,3091
control,l2,4,dog harness no escape,1.0,0.0,0.0,4,4,0,0,escape,1062
control,l2,4,dog harness no pull,0.25,0.75,0.0,4,1,3,0,pull,76414
control,l2,4,dog no pull harness,0.0,1.0,0.0,4,0,4,0,pull,9874
control,l2,4,dog non rawhide chews,0.5,0.5,0.0,4,2,2,0,rawhide,1730
control,l2,4,dog rawhide free bones,0.0,1.0,0.0,4,0,4,0,rawhide,1370
control,l2,4,dog rawhide free treats,0.0,1.0,0.0,4,0,4,0,rawhide,2749
control,l2,4,dog stroller no zip,0.0,1.0,0.0,4,0,4,0,zip,1065
control,l2,4,dog toy no squeak,1.0,0.0,0.0,4,4,0,0,squeak,1212
control,l2,4,dog toy no squeaker,1.0,0.0,0.0,4,4,0,0,squeaker,1524
control,l2,4,dog toy no stuffing,0.0,1.0,0.0,4,0,4,0,stuffing,10254
control,l2,4,dog toy stuffing free,0.0,1.0,0.0,4,0,4,0,stuffing,1322
control,l2,4,dog toys for large dogs no stuffing,0.0,1.0,0.0,4,0,4,0,stuffing,7409
control,l2,4,dog toys no squeak,1.0,0.0,0.0,4,4,0,0,squeak,1702
control,l2,4,dog toys no stuffing,0.0,1.0,0.0,4,0,4,0,stuffing,28211
control,l2,4,dog toys small dogs stuffing free,0.0,1.0,0.0,4,0,4,0,stuffing,1156
control,l2,4,dog toys stuffing free,0.0,1.0,0.0,4,0,4,0,stuffing,2442
control,l2,4,dog toys with no stuffing,0.0,1.0,0.0,4,0,4,0,stuffing,7273
control,l2,4,dog treats chicken free,1.0,0.0,0.0,4,4,0,0,chicken,1452
control,l2,4,dog treats for dogs with no teeth,1.0,0.0,0.0,4,4,0,0,teeth,3257
control,l2,4,dog treats for large dogs grain free,0.0,1.0,0.0,4,0,4,0,grain,1206
control,l2,4,dog treats grain free,0.0,1.0,0.0,4,0,4,0,grain,13152
control,l2,4,dog treats no chicken,1.0,0.0,0.0,4,4,0,0,chicken,4753
control,l2,4,dog treats no rawhide,0.5,0.5,0.0,4,2,2,0,rawhide,2246
control,l2,4,dog treats rawhide free,0.25,0.75,0.0,4,1,3,0,rawhide,3261
control,l2,4,dog treats with no chicken,1.0,0.0,0.0,4,4,0,0,chicken,1095
control,l2,4,dog treats without chicken,0.5,0.25,0.25,4,2,1,1,chicken,4721
control,l2,4,dog water bowl no spill,0.25,0.5,0.25,4,1,2,1,spill,23089
control,l2,4,dog wet food grain free,0.0,1.0,0.0,4,0,4,0,grain,1300
control,l2,4,dry cat food grain free,0.0,1.0,0.0,4,0,4,0,grain,10528
control,l2,4,dry cat food no chicken,1.0,0.0,0.0,4,4,0,0,chicken,999
control,l2,4,dry cat food no grain,0.0,1.0,0.0,4,0,4,0,grain,974
control,l2,4,dry dog food chicken free,1.0,0.0,0.0,4,4,0,0,chicken,1536
control,l2,4,dry dog food grain free,0.0,1.0,0.0,4,0,4,0,grain,7777
control,l2,4,dry dog food no chicken,0.5,0.5,0.0,4,2,2,0,chicken,2481
control,l2,4,dry dog food without chicken,0.0,0.5,0.5,4,0,2,2,chicken,1892
control,l2,4,dry grain free cat food,0.0,1.0,0.0,4,0,4,0,grain,5998
control,l2,4,dry grain free dog food,0.25,0.75,0.0,4,1,3,0,grain,4159
control,l2,4,dust free cat litter,0.0,0.0,1.0,4,0,0,4,dust,68627
control,l2,4,dust free clumping cat litter,0.0,0.0,1.0,4,0,0,4,dust,33448
control,l2,4,dust free clumping litter,0.25,0.0,0.75,4,1,0,3,dust,1145
control,l2,4,dust free litter,0.0,0.5,0.5,4,0,2,2,dust,8568
control,l2,4,dust free unscented clumping cat litter,0.0,0.0,1.0,4,0,0,4,dust,6504
control,l2,4,earth animal no hide,0.0,1.0,0.0,4,0,4,0,hide,7495
control,l2,4,earth animal no hide chews,0.0,1.0,0.0,4,0,4,0,hide,2188
control,l2,4,earth animal no hide chews large,0.0,1.0,0.0,4,0,4,0,hide,972
control,l2,4,earth animal no hide medium,0.0,1.0,0.0,4,0,4,0,hide,1153
control,l2,4,earth animal no hide rolls,0.0,1.0,0.0,4,0,4,0,hide,1258
control,l2,4,easy walk no pull harness,0.0,1.0,0.0,4,0,4,0,pull,4342
control,l2,4,fancy feast grain free,0.0,0.5,0.5,4,0,2,2,grain,2313
control,l2,4,fancy feast grain free pate,0.0,1.0,0.0,4,0,4,0,grain,1036
control,l2,4,fancy feast grain free wet cat food,0.0,1.0,0.0,4,0,4,0,grain,12994
control,l2,4,farmina grain free,0.75,0.25,0.0,4,3,1,0,grain,2750
control,l2,4,farmina grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,3081
control,l2,4,fat free dog treats,0.75,0.0,0.25,4,3,0,1,fat,7786
control,l2,4,fish free cat food,1.0,0.0,0.0,4,4,0,0,fish,1456
control,l2,4,fly mask without ears,0.5,0.5,0.0,4,2,2,0,ears,3567
control,l2,4,food grain free,0.0,1.0,0.0,4,0,4,0,grain,4785
control,l2,4,fragrance free cat litter,0.25,0.75,0.0,4,1,3,0,fragrance,8207
control,l2,4,fragrance free dog shampoo,0.0,1.0,0.0,4,0,4,0,fragrance,3644
control,l2,4,freedom grain free cat food,0.0,1.0,0.0,4,0,4,0,grain,2773
control,l2,4,freedom grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,8393
control,l2,4,freedom no pull harness,0.75,0.25,0.0,4,3,1,0,pull,17745
control,l2,4,fresh pet grain free,0.0,1.0,0.0,4,0,4,0,grain,3969
control,l2,4,fresh pet grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,1711
control,l2,4,fresh step cat litter non clumping,0.5,0.5,0.0,4,2,2,0,non clumping,7310
control,l2,4,fresh step dust free,0.25,0.0,0.75,4,1,0,3,dust,1279
control,l2,4,fresh step non clumping cat litter,0.5,0.5,0.0,4,2,2,0,non clumping,30486
control,l2,4,frisco no pull harness,0.5,0.5,0.0,4,2,2,0,pull,1291
control,l2,4,frisco padded no pull dog harness,0.25,0.75,0.0,4,1,3,0,pull,1101
control,l2,4,frisco stuffing free,0.0,1.0,0.0,4,0,4,0,stuffing,2257
control,l2,4,fromm grain free,0.75,0.25,0.0,4,3,1,0,grain,1032
control,l2,4,front clip no pull harness,0.25,0.75,0.0,4,1,3,0,pull,1120
control,l2,4,gain free dog food,0.25,0.75,0.0,4,1,3,0,gain,977
control,l2,4,gluten free,0.0,1.0,0.0,4,0,4,0,gluten,2039
control,l2,4,gluten free cat food,0.0,1.0,0.0,4,0,4,0,gluten,8910
control,l2,4,gluten free cat treats,0.0,0.75,0.25,4,0,3,1,gluten,1113
control,l2,4,gluten free dog food,0.0,0.75,0.25,4,0,3,1,gluten,32569
control,l2,4,gluten free dog treats,0.0,1.0,0.0,4,0,4,0,gluten,14910
control,l2,4,gluten free dry dog food,0.5,0.5,0.0,4,2,2,0,gluten,1196
control,l2,4,gluten free puppy food,0.25,0.75,0.0,4,1,3,0,gluten,1459
control,l2,4,gluten free wet cat food,0.0,0.75,0.25,4,0,3,1,gluten,1955
control,l2,4,gluten free wet dog food,0.0,1.0,0.0,4,0,4,0,gluten,1696
control,l2,4,gmo free dog food,0.0,1.0,0.0,4,0,4,0,gmo,7978
control,l2,4,good lovin no rawhide,0.0,0.0,1.0,4,0,0,4,rawhide,1165
control,l2,4,grain and chicken free dog food,0.25,0.75,0.0,4,1,3,0,"grain, chicken",1316
control,l2,4,grain free,0.0,1.0,0.0,4,0,4,0,grain,27310
control,l2,4,grain free adult dog food,0.0,1.0,0.0,4,0,4,0,grain,6444
control,l2,4,grain free air dried dog food,0.0,1.0,0.0,4,0,4,0,grain,1151
control,l2,4,grain free beef dog food,0.0,1.0,0.0,4,0,4,0,grain,3945
control,l2,4,grain free beef dry dog food,0.0,1.0,0.0,4,0,4,0,grain,1022
control,l2,4,grain free biscuits,0.0,1.0,0.0,4,0,4,0,grain,1010
control,l2,4,grain free blue buffalo dog food,0.0,1.0,0.0,4,0,4,0,grain,1932
control,l2,4,grain free canned cat food,0.0,1.0,0.0,4,0,4,0,grain,11102
control,l2,4,grain free canned dog food,0.0,1.0,0.0,4,0,4,0,grain,12390
control,l2,4,grain free cat,0.0,1.0,0.0,4,0,4,0,grain,6488
control,l2,4,grain free cat dry food,0.0,1.0,0.0,4,0,4,0,grain,2783
control,l2,4,grain free cat food,0.0,1.0,0.0,4,0,4,0,grain,76423
control,l2,4,grain free cat food dry,0.0,1.0,0.0,4,0,4,0,grain,14537
control,l2,4,grain free cat food wet,0.0,1.0,0.0,4,0,4,0,grain,11361
control,l2,4,grain free cat pate,0.0,1.0,0.0,4,0,4,0,grain,1210
control,l2,4,grain free cat treat,0.0,1.0,0.0,4,0,4,0,grain,6878
control,l2,4,grain free cat treats,0.0,1.0,0.0,4,0,4,0,grain,40628
control,l2,4,grain free cat wet food,0.0,1.0,0.0,4,0,4,0,grain,5735
control,l2,4,grain free chicken cat food,0.0,1.0,0.0,4,0,4,0,grain,1128
control,l2,4,grain free chicken dog food,0.0,1.0,0.0,4,0,4,0,grain,1250
control,l2,4,grain free chicken dog treats,0.0,1.0,0.0,4,0,4,0,grain,1542
control,l2,4,grain free chicken free dog food,0.75,0.25,0.0,4,3,1,0,"grain, chicken",8785
control,l2,4,grain free chicken free dog treats,0.75,0.25,0.0,4,3,1,0,"grain, chicken",4078
control,l2,4,grain free chicken pate cat food,0.0,1.0,0.0,4,0,4,0,grain,1418
control,l2,4,grain free dental chews,0.0,1.0,0.0,4,0,4,0,grain,5153
control,l2,4,grain free diet dog food,0.0,1.0,0.0,4,0,4,0,grain,4566
control,l2,4,grain free dog,0.0,1.0,0.0,4,0,4,0,grain,7358
control,l2,4,grain free dog biscuits,0.0,1.0,0.0,4,0,4,0,grain,7074
control,l2,4,grain free dog bones,0.0,1.0,0.0,4,0,4,0,grain,2681
control,l2,4,grain free dog chews,0.0,1.0,0.0,4,0,4,0,grain,1598
control,l2,4,grain free dog food,0.0,1.0,0.0,4,0,4,0,grain,611730
control,l2,4,grain free dog food 40 lb bag,0.0,1.0,0.0,4,0,4,0,grain,4206
control,l2,4,grain free dog food 40lbs,0.25,0.75,0.0,4,1,3,0,grain,5458
control,l2,4,grain free dog food dry,0.0,1.0,0.0,4,0,4,0,grain,3723
control,l2,4,grain free dog food large breed,0.0,1.0,0.0,4,0,4,0,grain,18579
control,l2,4,grain free dog food salmon,0.0,1.0,0.0,4,0,4,0,grain,1725
control,l2,4,grain free dog food small breed,0.0,1.0,0.0,4,0,4,0,grain,16175
control,l2,4,grain free dog food wet,0.0,1.0,0.0,4,0,4,0,grain,7838
control,l2,4,grain free dog kibble,0.0,1.0,0.0,4,0,4,0,grain,1556
control,l2,4,grain free dog training treats,0.0,1.0,0.0,4,0,4,0,grain,2820
control,l2,4,grain free dog treat,0.25,0.75,0.0,4,1,3,0,grain,10410
control,l2,4,grain free dog treats,0.25,0.75,0.0,4,1,3,0,grain,138329
control,l2,4,grain free dog treats for large dogs,0.0,1.0,0.0,4,0,4,0,grain,997
control,l2,4,grain free dog treats for medium dogs,0.0,1.0,0.0,4,0,4,0,grain,5358
control,l2,4,grain free dog treats small breed,0.0,1.0,0.0,4,0,4,0,grain,4076
control,l2,4,grain free dog wet food,0.0,1.0,0.0,4,0,4,0,grain,1019
control,l2,4,grain free dogfood no probiotic,0.0,0.0,1.0,4,0,0,4,probiotic,982
control,l2,4,grain free dry,0.0,1.0,0.0,4,0,4,0,grain,4891
control,l2,4,grain free dry adult dog food,0.0,1.0,0.0,4,0,4,0,grain,1350
control,l2,4,grain free dry cat food,0.0,1.0,0.0,4,0,4,0,grain,197068
control,l2,4,grain free dry dog food,0.0,1.0,0.0,4,0,4,0,grain,56421
control,l2,4,grain free dry kitten food,0.0,1.0,0.0,4,0,4,0,grain,6226
control,l2,4,grain free duck dog food,0.25,0.75,0.0,4,1,3,0,grain,1431
control,l2,4,grain free fancy feast,0.0,0.75,0.25,4,0,3,1,grain,1914
control,l2,4,grain free fish dog food,0.25,0.75,0.0,4,1,3,0,grain,2293
control,l2,4,grain free food,0.0,1.0,0.0,4,0,4,0,grain,1420
control,l2,4,grain free freeze dried dog food,0.0,1.0,0.0,4,0,4,0,grain,1795
control,l2,4,grain free fresh dog food,0.0,1.0,0.0,4,0,4,0,grain,1289
control,l2,4,grain free fruit dog treats,0.25,0.5,0.25,4,1,2,1,grain,1411
control,l2,4,grain free greenies,0.0,0.25,0.75,4,0,1,3,grain,2564
control,l2,4,grain free high protein cat food,0.25,0.75,0.0,4,1,3,0,grain,2937
control,l2,4,grain free high protein dog food,0.25,0.75,0.0,4,1,3,0,grain,1843
control,l2,4,grain free high protein dry cat food,0.0,1.0,0.0,4,0,4,0,grain,1029
control,l2,4,grain free honest kitchen,0.25,0.75,0.0,4,1,3,0,grain,1122
control,l2,4,grain free jerky,0.0,1.0,0.0,4,0,4,0,grain,1571
control,l2,4,grain free kibble,0.0,1.0,0.0,4,0,4,0,grain,1409
control,l2,4,grain free kitten dry food,0.0,1.0,0.0,4,0,4,0,grain,5861
control,l2,4,grain free kitten food,0.0,1.0,0.0,4,0,4,0,grain,16286
control,l2,4,grain free kitten wet food,0.0,1.0,0.0,4,0,4,0,grain,4500
control,l2,4,grain free lamb dog food,0.0,1.0,0.0,4,0,4,0,grain,3771
control,l2,4,grain free large breed dog food,0.0,1.0,0.0,4,0,4,0,grain,2530
control,l2,4,grain free limited ingredient cat food,0.0,1.0,0.0,4,0,4,0,grain,1729
control,l2,4,grain free limited ingredient dog food,0.0,1.0,0.0,4,0,4,0,grain,3438
control,l2,4,grain free low fat dog food,0.5,0.25,0.25,4,2,1,1,grain,2100
control,l2,4,grain free organic dog food,0.0,1.0,0.0,4,0,4,0,grain,1002
control,l2,4,grain free pate,0.0,1.0,0.0,4,0,4,0,grain,1578
control,l2,4,grain free pate cat food,0.0,1.0,0.0,4,0,4,0,grain,8858
control,l2,4,grain free peanut butter dog treats,0.0,1.0,0.0,4,0,4,0,grain,1000
control,l2,4,grain free puppy,0.25,0.75,0.0,4,1,3,0,grain,1472
control,l2,4,grain free puppy food,0.0,1.0,0.0,4,0,4,0,grain,34872
control,l2,4,grain free puppy treats,0.0,1.0,0.0,4,0,4,0,grain,1999
