pair_id,search_term,part_number,sku_name,negative_intent,judgment,timestamp
7e7632df8a42,american journey grain free,2275078,"American Journey Grain-Free with Lamb, Venison & Beef Dry Dog Food, 48-lb bundle",grain,COMPLIANT,2026-02-04T11:36:16.743919
b1186cdcaaa7,american journey grain free,109347,"American Journey Protein & Grains Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:17.036300
ab4dc2f6deb6,american journey grain free,125807,"American Journey Protein & Grains Large Breed Chicken, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:17.140411
042b26fa60e4,american journey grain free,108426,"American Journey Grain-Free Beef & Sweet Potato Recipe Dry Dog Food, 12-lb bag",grain,COMPLIANT,2026-02-04T11:36:17.664696
8b3a870c8166,american journey grain free,131583,"American Journey Duck Recipe Grain-Free Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-04T11:36:17.716495
47dd007ab8e9,american journey grain free,151824,"American Journey Protein & Grains Healthy Weight Chicken, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:17.922545
757778918969,american journey grain free,287338,"American Journey Premium Loaf Turkey Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:18.469645
63e4d4174e66,american journey grain free,151158,"American Journey Chicken Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-04T11:36:18.827058
8b093409eca4,american journey grain free,1027694,"American Journey Beef Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:18.887569
d7a0f3af1fa5,american journey grain free,1759390,"Chewy Limited Ingredient Lamb & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:19.158785
a7130c86610f,american journey grain free,287341,"American Journey Premium Loaf Chicken & Salmon Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:19.665680
43bf0a375563,american journey grain free,278920,"American Journey Beef Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-04T11:36:19.673329
eaec5bce0c5d,american journey grain free,133925,"American Journey Pate Chicken Recipe Grain-Free Canned Cat Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:19.834763
78bb09949632,american journey grain free,287343,"American Journey Premium Loaf Beef Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:20.411049
1fe0f818c89f,american journey grain free,1027702,"American Journey Lamb Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:20.665214
ddd3f112f1a6,american journey grain free,213568,"American Journey Grain-Free Small Dental Dog Treats Mint Flavor, 60 count",grain,COMPLIANT,2026-02-04T11:36:20.803622
f0510d9f5190,american journey grain free,151162,"American Journey Salmon Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-04T11:36:21.174350
6643944d581d,american journey grain free dog food,125861,"American Journey with Peanut Butter Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,VIOLATION,2026-02-04T11:36:21.482321
24f69352bd73,american journey grain free dog food,241533,"American Journey Sausage, Egg & Cheese Flavor Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-04T11:36:22.305868
9181c935f1dc,american journey grain free dog food,125859,"American Journey Salmon Recipe Grain-Free Oven Baked Biscuit Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-04T11:36:22.328475
160d176a6f81,american journey grain free,1027710,"American Journey Chicken Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:23.061008
1bd878d7eae6,american journey grain free dog food,109347,"American Journey Protein & Grains Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:23.213912
11e01f731f94,american journey grain free dog food,291328,"American Journey Grain-Free with Lamb, Venison & Beef Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:23.404547
bba66625f183,american journey grain free dog food,108423,"American Journey Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:24.268785
716b98d8a6be,american journey grain free dog food,291324,"American Journey Grain-Free with Salmon, Whitefish & Trout Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:24.445502
07f45b20ef8c,american journey grain free dog food,108411,"American Journey Grain-Free Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:24.463695
cacf280932f9,american journey grain free dog food,214829,"American Journey Protein & Grains Healthy Weight Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:25.271136
56f80a57b3e8,american journey grain free dog food,287336,"American Journey Premium Loaf Chicken Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:25.288065
a7338255ee6a,american journey grain free dog food,241539,"American Journey Duck Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-04T11:36:25.364378
8ae8c5a689a5,american journey grain free dog food,108427,"American Journey Grain-Free Beef & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:25.995562
ddebe13ed9a8,american journey grain free dog food,114124,"American Journey Turkey Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-04T11:36:26.281328
9f385da1c447,american journey grain free dog food,114130,"American Journey Lamb Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-04T11:36:26.588281
37510baeec14,american journey grain free dog food,108419,"American Journey Grain-Free Lamb & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:27.068637
8998bff18c8f,american journey grain free dog food,287338,"American Journey Premium Loaf Turkey Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:27.077271
7d32274084eb,american journey grain free dog food,1027702,"American Journey Lamb Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:27.248362
25516d1ca5b1,american journey grain free dog food,1027694,"American Journey Beef Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:27.845246
7f87dc77d8a1,american journey grain free dog food,109338,"American Journey Protein & Grains Chicken, Brown Rice & Vegetables Recipe Dry Dog Food, 14-lb bag",grain,VIOLATION,2026-02-04T11:36:28.037666
2380e9b0b192,american journey grain free dog food,109350,"American Journey Protein & Grains Beef, Brown Rice & Vegetables Recipe Dry Dog Food, 14-lb bag",grain,VIOLATION,2026-02-04T11:36:28.041829
330fbd592134,american journey grain free dog food,151814,"American Journey Grain-Free Senior Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:28.735715
f3ee1395cdc7,american journey grain free dog food,183116,"American Journey Grain-Free Senior Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:28.848999
9cc6c0779e0f,american journey grain free dog food,1027710,"American Journey Chicken Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-04T11:36:29.154643
482426c6ddad,american journey grain free dog food,151164,"American Journey Beef Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 4-oz bag",grain,COMPLIANT,2026-02-04T11:36:29.499636
11bedf5442a9,american journey grain free dog food,183118,"American Journey Grain-Free Large Breed Puppy Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:29.917604
ae08b5b8611c,american journey grain free dog food,214831,"American Journey Protein & Grains Senior Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:29.925528
b00c62596b46,american journey grain free dog food,109343,"American Journey Protein & Grains Lamb, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:30.699787
ed1b70411e50,american journey grain free dog food,151824,"American Journey Protein & Grains Healthy Weight Chicken, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",grain,VIOLATION,2026-02-04T11:36:30.966267
4274b9b72e0d,american journey grain free dog food,151816,"American Journey Grain-Free Large Breed Puppy Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:31.076100
ce708d38d004,american journey grain free dog food,287343,"American Journey Premium Loaf Beef Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:31.457706
05870303c0b4,american journey grain free dog food,151160,"American Journey Salmon Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 4-oz bag",grain,COMPLIANT,2026-02-04T11:36:31.777187
805a4ddcf20e,american journey grain free dog food,287341,"American Journey Premium Loaf Chicken & Salmon Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:31.970746
d165fdb6587b,american journey grain free dog food,133873,"American Journey Limited Ingredient Diet Premium Loaf Chicken & Sweet Potato Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:32.302106
bff2c3798d14,american journey grain free dog food,108432,"American Journey Grain-Free Puppy Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-04T11:36:32.617313
102ff4313ed9,american journey grain free dog food,151156,"American Journey Chicken Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 4-oz bag",grain,COMPLIANT,2026-02-04T11:36:32.927954
00ecc45b388d,american journey grain free dog food,287345,"American Journey Premium Loaf Lamb Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",grain,COMPLIANT,2026-02-04T11:36:33.093434
921066604882,audubon park waste free,1457494,"Audubon Park Waste Free Wild Bird Food, 15-lb bag",waste free,VIOLATION,2026-02-04T11:36:33.343659
96beb0c32e75,audubon park waste free,1352030,"Audubon Park Nut & Fruit Seed Blends Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:33.754383
c9d2151ab59c,audubon park waste free,954454,"Audubon Park No Waste Blend Wild Bird Food, 14-lb bag",waste free,VIOLATION,2026-02-04T11:36:34.022884
41b9d4b9140c,audubon park waste free,954350,"Audubon Park Sunflower Hearts & Chips Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:34.091896
c7eca990e66c,audubon park waste free,1352158,"Audubon Park Songbird Seed Blend Wild Bird Food, 4.5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:34.569576
8deee6c14243,audubon park waste free,178656,"Audubon Park Critter Crunch Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:34.754431
bee2b85a7768,audubon park waste free,955598,"Audubon Park Wild Bird Food, 20-lb bag",waste free,COMPLIANT,2026-02-04T11:36:35.225067
00886e6f552d,audubon park waste free,1457558,"Audubon Park Squirrel & Critter Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:35.337064
991d579db829,audubon park waste free,120535,"Audubon Park Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:35.649572
81eed194c34a,audubon park waste free,1457510,"Audubon Park Extreme Variety Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:36.021581
e20e59933c3d,audubon park waste free,216246,"Kaytee No Mess Blend Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:36.188899
05ada08fd94e,audubon park waste free,1352134,"Audubon Park Safflower Seed Wild Bird Food, 4.5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:36.358439
6e96a82bf84f,audubon park waste free,769374,"Melody Select Waste Free Nut & Fruit Bird Food, 5-lb bag",waste free,VIOLATION,2026-02-04T11:36:36.914288
f7c9d57eb5f9,audubon park waste free,1457574,"Audubon Park Nut, Fruit & Berry Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:37.019385
179ff5ae132e,audubon park waste free,954398,"Audubon Park Midwest Blend Wild Bird Food, 20-lb bag",waste free,VIOLATION,2026-02-04T11:36:37.140788
a2efcbe5a7e2,audubon park waste free,1351902,"Audubon Park Cracked Corn Seed Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:37.730801
63fb64d11ce2,audubon park waste free,1352078,"Audubon Park Premium Seed Blends Wild Bird Food, 5-lb bag",waste free,VIOLATION,2026-02-04T11:36:37.949422
8c699e87af89,audubon park waste free,120596,"Audubon Park Nyjer Seed Wild Bird Food, 4.75-lb bag",waste free,COMPLIANT,2026-02-04T11:36:38.300115
5cbbb2990931,audubon park waste free,370407,"Better Bird Zero-Waste Bird Food, 5-lb bag",waste free,VIOLATION,2026-02-04T11:36:38.652117
f27eda770edd,audubon park waste free,1457542,"Audubon Park Sunflower Hearts Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:38.760577
82801226adb7,audubon park waste free,954382,"Audubon Park Northeast Blend Wild Bird Food, 20-lb bag",waste free,COMPLIANT,2026-02-04T11:36:39.081237
d9ebc0f69470,audubon park waste free,1351894,"Audubon Park Black Oil Sunflower Seed Wild Bird Food, 5-lb bag",waste free,COMPLIANT,2026-02-04T11:36:39.512907
f8fe92cb8384,audubon park waste free,1352014,"Audubon Park Nutty Treat Suet Cakes Wild Bird Food, 11-oz box, 12 count",waste free,COMPLIANT,2026-02-04T11:36:39.542665
d108ca000269,audubon park waste free,1457518,"Audubon Park Nyjer Seed Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:39.933399
ae5ad0483b09,audubon park waste free,370030,"Kaytee Seed & Suet No Mess Peanut Wild Bird Food, 10-lb bag",waste free,COMPLIANT,2026-02-04T11:36:40.344620
67eb8f41315b,audubon park waste free,1333502,"Audubon Absolute Capacity Original Squirrel-Resistant Seed Wild Bird Feeder, Large: 15-lb",waste free,COMPLIANT,2026-02-04T11:36:40.516208
996fe46d7a1b,audubon park waste free,217684,"Harvest Seed & Supply Birder's Medley Corn Free Wild Bird Food, 10-lb bag",waste free,COMPLIANT,2026-02-04T11:36:40.889161
423104f8ffd1,audubon park waste free,954414,"Audubon Park High Energy Blend Wild Bird Food, 15-lb bag",waste free,COMPLIANT,2026-02-04T11:36:41.091950
3b8942bb8fa1,audubon park waste free,1351998,"Audubon Park Nut & Fruit Snack Stack Seed Wild Bird Food, 7-oz box, 6 count",waste free,VIOLATION,2026-02-04T11:36:41.398384
642af303f7f6,audubon park waste free,954334,"Audubon Park Peanuts Wild Bird Food, 3-lb bag",waste free,COMPLIANT,2026-02-04T11:36:41.595870
df9adbab31e6,audubon park waste free,217690,"Harvest Seed & Supply Wild Finch Corn Free Wild Bird Food, 10-lb bag",waste free,COMPLIANT,2026-02-04T11:36:41.844998
4bcee6249a4d,audubon park waste free,217686,"Harvest Seed & Supply Songbird Corn Free Wild Bird Food, 10-lb bag",waste free,COMPLIANT,2026-02-04T11:36:42.312474
b3df3325a0e2,audubon park waste free,639598,"Pennington Pride Waste Free Blend Bird Food, 10-lb bag",waste free,VIOLATION,2026-02-04T11:36:42.392726
2de9764a1c52,audubon park waste free,1352046,"Audubon Park Premium Trail Mix Seed Blends Wild Bird Food, 4.75-lb bag",waste free,COMPLIANT,2026-02-04T11:36:42.604018
e003fae95fb2,audubon park waste free,1351966,"Audubon Park Nut & Fruit Seed Cake Wild Bird Food, 24-oz box, 6 count",waste free,COMPLIANT,2026-02-04T11:36:43.076076
7ae8c7b9922a,audubon park waste free,216292,"Kaytee Waste Free Finch Blend Wild Bird Food, 8-lb bag",waste free,VIOLATION,2026-02-04T11:36:43.523867
5a245d70cfa9,bark collar no shock,1063710,"PATPET A12 Waterproof Electronic Smart Shock Training Dog Collar, Black",shock,VIOLATION,2026-02-04T11:36:43.857916
43740398625f,bark collar no shock,1669662,PATPET No Shock Smart Bark Control Dog Bark Collar,shock,COMPLIANT,2026-02-04T11:36:43.916150
f50a265727d2,bark collar no shock,277993,"PATPET A01 Anti-Bark Training Dog Collar, Grey",shock,UNCLEAR,2026-02-04T11:36:44.381153
586ed0f8ad37,bark collar no shock,297222,"No Shock Rechargeable Bark Collar, Grey",shock,COMPLIANT,2026-02-04T11:36:44.672639
445536bfe7d6,bark collar no shock,271506,"PATPET P650 Anti-Bark & Remote Dog Training Collar, White, 1 count",shock,UNCLEAR,2026-02-04T11:36:44.707209
fd07c0fb908b,bark collar no shock,305044,"PATPET P301 1000ft Remote Dog Bark Control & Training Shock Collar, 2 count",shock,VIOLATION,2026-02-04T11:36:45.412037
ab3d2a5bb473,bark collar no shock,131042,SportDOG NoBark SBC-R Waterproof Rechargeable Dog Bark Shock Collar,shock,VIOLATION,2026-02-04T11:36:45.656021
e0c0d215cfc9,bark collar no shock,346418,"Petdiary Smart Bark Waterproof Dog Bark Collar, Dark Gray",shock,UNCLEAR,2026-02-04T11:36:46.176318
8d9d36dce520,bark collar no shock,518486,"Bousnic Smart Bark Collar Waterproof Automatic Bark Control Dog Training Collar, Black",shock,UNCLEAR,2026-02-04T11:36:46.460393
3714f7447456,bark collar no shock,63599,PetSafe Static Basic Waterproof Dog Bark Collar,shock,VIOLATION,2026-02-04T11:36:46.869913
9f0dfef28115,bark collar no shock,123890,"Dogtra YS600 Anti-Bark Waterproof Bark Control Dog Training Collar, Black, 1 count",shock,VIOLATION,2026-02-04T11:36:46.980419
d3d87d8c5e0e,bark collar no shock,1070462,"Petdiary 5 Training Mode Waterproof LCD Color Screen Dog Static Bark Collar, Black",shock,VIOLATION,2026-02-04T11:36:47.244435
91e48a761bb4,bark collar no shock,142857,PetSafe Waterproof Rechargeable Dog Bark Collar,shock,UNCLEAR,2026-02-04T11:36:47.804323
6fb532c5201f,bark collar no shock,1096390,"Petdiary 2000-ft Range Vibrating IPX7 Waterproof with Remote No Shock Dog Training Collar, Medium, Black",shock,COMPLIANT,2026-02-04T11:36:47.997507
abe1baaa5547,bark collar no shock,1440758,"PATPET Waterproof Smart Anti-Bark Dog Collar, Gray",shock,UNCLEAR,2026-02-04T11:36:48.192569
e64dd1d8a7bd,bark collar no shock,182849,SportDOG NoBark 8 Standard Waterproof Dog Bark Shock Collar,shock,VIOLATION,2026-02-04T11:36:48.598373
a98aa40194f3,bark collar no shock,954286,GroovyPets Non-Shock Vibration Barking Stopper Automatic Collar Color Screen,shock,COMPLIANT,2026-02-04T11:36:48.689809
017cb366d4aa,bark collar no shock,159104,PetSafe Lite Waterproof Rechargeable Static Dog Bark Collar,shock,VIOLATION,2026-02-04T11:36:49.087264
be37f61dd949,bark collar no shock,336093,PATPET 350B Anti-Bark Dog Training Collar,shock,VIOLATION,2026-02-04T11:36:49.623955
432c1e31d215,bark collar no shock,182851,SportDOG NoBark 10 Standard Waterproof Rechargeable Dog Bark Shock Collar,shock,VIOLATION,2026-02-04T11:36:49.630330
032e32a6adc5,bark collar no shock,159096,PetSafe Waterproof Basic Static Dog Bark Collar,shock,VIOLATION,2026-02-04T11:36:49.973579
aa25e5b6f4fc,bark collar no shock,1096358,"Petdiary T710 1000-ft Waterproof Remote Bark Control & Training Shock Dog Training Collar, Medium, Black",shock,VIOLATION,2026-02-04T11:36:50.443906
df45e8864343,bark collar no shock,1605502,"Bousnic 2-in-1 Smart Anti-Bark Collar & 3300ft Remote Waterproof Dog Shock Collar, Dark Blue",shock,VIOLATION,2026-02-04T11:36:50.629424
e1799ae3c211,bark collar no shock,342232,"GroovyPets Three-Dog Set 1100 Yard Auto Anti Bark, Humane Beep, Vibration, Static Shock Waterproof Rechargeable Dog Training Shock Collar System",shock,VIOLATION,2026-02-04T11:36:50.704100
4714ebc52206,bark collar no shock,335320,PATPET Smart Anti-Bark Dog Training Collar,shock,UNCLEAR,2026-02-04T11:36:51.360668
0eea2b5beb8e,bark collar no shock,342230,"GroovyPets Two-Dog Set 1100 Yard Auto Anti Bark, Humane Beep, Vibration, Static Shock Waterproof Rechargeable Dog Training Shock Collar System",shock,VIOLATION,2026-02-04T11:36:51.368521
2492b7adb0fd,bark collar no shock,1070454,"Petdiary 5 Training Mode Waterproof TFT Color Screen Dog Static Bark Collar, Black",shock,VIOLATION,2026-02-04T11:36:51.620697
93db25b14fa9,bark collar no shock,140104,Garmin BarkLimiter Deluxe Dog Training Collar,shock,UNCLEAR,2026-02-04T11:36:52.255417
bf67e9de8bd7,bark collar no shock,778822,"Petdiary Rechargeable Static Dog Bark Collar, Silver",shock,VIOLATION,2026-02-04T11:36:52.379795
1cbd43cc8766,bark collar no shock,1090454,PATPET BC02 AI 5 Adjustable Sensitivity Anti Bark Control Training Dog Collar,shock,UNCLEAR,2026-02-04T11:36:52.465828
5c7647caf842,bark collar no shock,181074,"TUG Rechargeable Waterproof Dog Bark Collar, White",shock,UNCLEAR,2026-02-04T11:36:53.180400
85054b34eb42,bark collar no shock,210083,Educator Barkless Pro Advanced No-Bark Collar & Clicker Waterproof Dog Training Collar,shock,UNCLEAR,2026-02-04T11:36:53.186299
b9ccc2e11e74,bark collar no shock,727230,"Petdiary Smart Touch Screen Rechargeable Dog Bark Collar, White",shock,UNCLEAR,2026-02-04T11:36:53.738535
db5e49398121,bark collar no shock,342236,GroovyPets Touchscreen Automatic Bark Collar Intelligent Bark Deterrent Dog Collar,shock,UNCLEAR,2026-02-04T11:36:53.975473
bc2ba63049c0,bark collar no shock,1317366,"Premier Pet Waterproof Dog Bark Collar with Digital Display, Gray",shock,UNCLEAR,2026-02-04T11:36:54.119486
831af7cdd190,bark collar no shock,1096366,"Petdiary 2600-ft Waterproof Remote Shock eCollar Dog Training Collar, Medium, Black",shock,VIOLATION,2026-02-04T11:36:54.533503
477a4e1b5139,barkworthies odor free bully sticks,87075,"Barkworthies Odor-Free 6"" Bully Sticks, 5 pack",odor,COMPLIANT,2026-02-04T11:36:54.747493
2bc89fdc6a84,barkworthies odor free bully sticks,87005,"Barkworthies Odor-Free Standard 6"" Bully Sticks Dog Treat",odor,COMPLIANT,2026-02-04T11:36:54.827211
d6b8ce5e098d,barkworthies odor free bully sticks,87009,"Barkworthies Odor-Free Double Cut 6"" Bully Sticks Dog Treat",odor,COMPLIANT,2026-02-04T11:36:55.310494
84a6713a74c8,barkworthies odor free bully sticks,86978,"Barkworthies Odor-Free American Double Cut 6"" Bully Sticks Dog Treat",odor,COMPLIANT,2026-02-04T11:36:55.529946
b2fa2f11e725,barkworthies odor free bully sticks,87020,Barkworthies Odor-Free Cane Bully Sticks Dog Treat,odor,COMPLIANT,2026-02-04T11:36:55.578687
20fb9ebbeea6,barkworthies odor free bully sticks,87011,"Barkworthies Odor-Free Double Cut 12"" Bully Sticks Dog Treat, 1 count",odor,COMPLIANT,2026-02-04T11:36:56.094079
e4e595901c79,barkworthies odor free bully sticks,144869,"Barkworthies Odor-Free 12"" Bully Stick Dog Treats, 3 count",odor,COMPLIANT,2026-02-04T11:36:56.215511
9788cfb12873,barkworthies odor free bully sticks,87007,"Barkworthies Odor-Free Standard 12"" Bully Sticks Dog Chew, 1 count",odor,COMPLIANT,2026-02-04T11:36:56.555533
131e6e6e73bd,barkworthies odor free bully sticks,86984,"Barkworthies Odor-Free American 12"" Bully Sticks Dog Treat",odor,COMPLIANT,2026-02-04T11:36:56.847884
e84daa8a7f1b,barkworthies odor free bully sticks,147308,"Best Bully Sticks Odor Free 6"" Bully Stick Dog Treats, 6 count",odor,VIOLATION,2026-02-04T11:36:56.913574
43f8ede3bb09,barkworthies odor free bully sticks,144867,"Barkworthies Odor-Free 12"" Monster Bully Stick Dog Treat, 1 count",odor,COMPLIANT,2026-02-04T11:36:57.365685
98f5a69856ea,barkworthies odor free bully sticks,87014,"Barkworthies Odor-Free Jumbo 12"" Bully Sticks Dog Treat",odor,COMPLIANT,2026-02-04T11:36:57.577012
1363d59eb1df,barkworthies odor free bully sticks,281701,"Barkworthies Bully Sticks Small Dog 4-in Grain-Free Dog Treats, 4-oz bag",odor,UNCLEAR,2026-02-04T11:36:57.764984
bedb3e7293a2,barkworthies odor free bully sticks,86975,"Barkworthies American 6"" Bully Sticks Dog Treat",odor,VIOLATION,2026-02-04T11:36:58.420951
fd466dceff8b,barkworthies odor free bully sticks,101927,"Best Bully Sticks Odor-Free 12"" Angus Bully Sticks Dog Treats, 12 count",odor,VIOLATION,2026-02-04T11:36:58.556501
261ba024cc02,barkworthies odor free bully sticks,110704,"Best Pet Supplies GigaBite Odor-Free Bully Sticks Dog Treats, 6-in, 10 count",odor,VIOLATION,2026-02-04T11:36:58.657628
e617e2eafcdf,barkworthies odor free bully sticks,147324,"Best Bully Sticks Jumbo Odor Free 12"" Bully Sticks Dog Treats, 3 count",odor,COMPLIANT,2026-02-04T11:36:59.284344
606b2ce2c6b6,barkworthies odor free bully sticks,784550,"Natural Farm Odor Free 6-inch Bully Stick Dog Chews, 12 count",odor,VIOLATION,2026-02-04T11:36:59.350813
db35bdd6381c,barkworthies odor free bully sticks,147321,"Best Bully Sticks Jumbo Odor Free 6"" Bully Sticks Dog Treats, 6 count",odor,COMPLIANT,2026-02-04T11:36:59.413433
9f2872003c81,barkworthies odor free bully sticks,144173,"Jack & Pup Odor-Free 6-in Thick Beef Bully Sticks, 5 count",odor,COMPLIANT,2026-02-04T11:36:59.961460
87ebc4393154,barkworthies odor free bully sticks,784630,"Natural Farm Odor-Free Extra Thick Bully Sticks Dog Treats, 12-in, 5 count",odor,VIOLATION,2026-02-04T11:37:00.131462
431b704bdec6,barkworthies odor free bully sticks,144170,"Jack & Pup Odor Free 12"" Thick Beef Bully Sticks, 3 count",odor,VIOLATION,2026-02-04T11:37:00.175248
1d378c360fa4,barkworthies odor free bully sticks,148753,"Redbarn 7"" Odor-Free Bully Stick Dog Treat, 1 count",odor,COMPLIANT,2026-02-04T11:37:00.996868
167e8a700c12,barkworthies odor free bully sticks,551838,"Jack & Pup Odor Free 12"" Natural Beef Bully Stick, 1-lb bag",odor,VIOLATION,2026-02-04T11:37:01.005997
34c7448d3496,barkworthies odor free bully sticks,87128,"Barkworthies Beef Gullet Sticks 6"" Dog Treat",odor,UNCLEAR,2026-02-04T11:37:01.086810
e031e4626f21,barkworthies odor free bully sticks,87037,Barkworthies 6-inch Standard Bully Sticks Dog Treat,odor,VIOLATION,2026-02-04T11:37:01.862998
3abdacd14430,barkworthies odor free bully sticks,551782,"Jack & Pup Odor-Free 6"" Thick Beef Bully Sticks, 1 count",odor,VIOLATION,2026-02-04T11:37:01.873988
a1b02c76c44b,barkworthies odor free bully sticks,784526,"Natural Farm Odor-Free Bully Sticks Dog Treats, 4-in, 10 count",odor,COMPLIANT,2026-02-04T11:37:01.985768
197680961e11,barkworthies odor free bully sticks,551830,"Jack & Pup Odor Free 6"" Natural Beef Bully Stick, 1-lb bag",odor,VIOLATION,2026-02-04T11:37:02.641615
4fe3faeab52f,barkworthies odor free bully sticks,907718,"Barkworthies 6-in Smoked Bully Sticks Thick Dog Treat, 3 count",odor,VIOLATION,2026-02-04T11:37:02.738769
